year,exporter,importer,trade_category,key_goods,trade_value_bn_usd,yoy_growth_pct,effective_tariff_rate_pct,trade_active,supply_chain_integrated,concentration_risk
2017,South Africa,China,commodities,"minerals,coal,platinum",84.34,3.84,2.5,1,0,0.403
2018,South Africa,China,commodities,"minerals,coal,platinum",88.33,4.73,2.5,1,0,0.449
2019,South Africa,China,commodities,"minerals,coal,platinum",79.98,-9.45,2.5,1,0,0.385
2020,South Africa,China,commodities,"minerals,coal,platinum",76.03,-4.94,2.5,1,0,0.49
2021,South Africa,China,commodities,"minerals,coal,platinum",92.53,21.7,2.5,1,0,0.331
2022,South Africa,China,commodities,"minerals,coal,platinum",83.6,-9.65,2.5,1,0,0.128
2023,South Africa,China,commodities,"minerals,coal,platinum",83.85,0.3,2.5,1,0,0.279
2024,South Africa,China,commodities,"minerals,coal,platinum",93.2,11.15,2.5,1,0,0.532
2000,SouthKorea,USA,manufacturing,"vehicles,electronics,steel",23.19,,2.5,1,1,0.457
2001,SouthKorea,USA,manufacturing,"vehicles,electronics,steel",23.54,1.51,2.5,1,1,0.406
2002,SouthKorea,USA,manufacturing,"vehicles,electronics,steel",26.58,12.91,2.5,1,1,0.434
2003,SouthKorea,USA,manufacturing,"vehicles,electronics,steel",27.98,5.27,2.5,1,1,0.372
2004,SouthKorea,USA,manufacturing,"vehicles,electronics,steel",29.91,6.9,2.5,1,1,0.325
2005,SouthKorea,USA,manufacturing,"vehicles,electronics,steel",31.95,6.82,2.5,1,1,0.419
2006,SouthKorea,USA,manufacturing,"vehicles,electronics,steel",30.35,-5.01,2.5,1,1,0.209
2007,SouthKorea,USA,manufacturing,"vehicles,electronics,steel",31.33,3.23,2.5,1,1,0.235
2008,SouthKorea,USA,manufacturing,"vehicles,electronics,steel",33.86,8.08,2.5,1,1,0.197
2009,SouthKorea,USA,manufacturing,"vehicles,electronics,steel",31.49,-7.0,2.5,1,1,0.363
2010,SouthKorea,USA,manufacturing,"vehicles,electronics,steel",34.08,8.22,2.5,1,1,0.21
2011,SouthKorea,USA,manufacturing,"vehicles,electronics,steel",32.95,-3.32,2.5,1,1,0.1
2012,SouthKorea,USA,manufacturing,"vehicles,electronics,steel",36.25,10.02,2.5,1,1,0.18
2013,SouthKorea,USA,manufacturing,"vehicles,electronics,steel",32.21,-11.14,2.5,1,1,0.52
2014,SouthKorea,USA,manufacturing,"vehicles,electronics,steel",34.51,7.14,2.5,1,1,0.364
2015,SouthKorea,USA,manufacturing,"vehicles,electronics,steel",34.45,-0.17,2.5,1,1,0.464
2016,SouthKorea,USA,manufacturing,"vehicles,electronics,steel",34.12,-0.96,2.5,1,1,0.165
2017,SouthKorea,USA,manufacturing,"vehicles,electronics,steel",34.99,2.55,2.5,1,1,0.401
2018,SouthKorea,USA,manufacturing,"vehicles,electronics,steel",35.61,1.77,2.5,1,1,0.2
2019,SouthKorea,USA,manufacturing,"vehicles,electronics,steel",33.0,-7.33,2.5,1,1,0.397
2020,SouthKorea,USA,manufacturing,"vehicles,electronics,steel",30.1,-8.79,2.5,1,1,0.1
2021,SouthKorea,USA,manufacturing,"vehicles,electronics,steel",36.99,22.89,2.5,1,1,0.457
2022,SouthKorea,USA,manufacturing,"vehicles,electronics,steel",36.51,-1.3,2.5,1,1,0.416
2023,SouthKorea,USA,manufacturing,"vehicles,electronics,steel",37.3,2.16,2.5,1,1,0.351
2024,SouthKorea,USA,manufacturing,"vehicles,electronics,steel",36.9,-1.07,2.5,1,1,0.512
2000,Sweden,EU,manufacturing,"vehicles,machinery,pharma",54.61,,2.5,1,1,0.512
2001,Sweden,EU,manufacturing,"vehicles,machinery,pharma",56.67,3.77,2.5,1,1,0.345
2002,Sweden,EU,manufacturing,"vehicles,machinery,pharma",61.48,8.49,2.5,1,1,0.416
2003,Sweden,EU,manufacturing,"vehicles,machinery,pharma",60.29,-1.94,2.5,1,1,0.339
2004,Sweden,EU,manufacturing,"vehicles,machinery,pharma",66.8,10.8,2.5,1,1,0.28
2005,Sweden,EU,manufacturing,"vehicles,machinery,pharma",67.45,0.97,2.5,1,1,0.183
2006,Sweden,EU,manufacturing,"vehicles,machinery,pharma",64.48,-4.4,2.5,1,1,0.305
2007,Sweden,EU,manufacturing,"vehicles,machinery,pharma",76.37,18.44,2.5,1,1,0.219
2008,Sweden,EU,manufacturing,"vehicles,machinery,pharma",84.3,10.38,2.5,1,1,0.224
2009,Sweden,EU,manufacturing,"vehicles,machinery,pharma",72.82,-13.62,2.5,1,1,0.4
2010,Sweden,EU,manufacturing,"vehicles,machinery,pharma",87.04,19.53,2.5,1,1,0.415
2011,Sweden,EU,manufacturing,"vehicles,machinery,pharma",75.3,-13.49,2.5,1,1,0.477
2012,Sweden,EU,manufacturing,"vehicles,machinery,pharma",85.39,13.4,2.5,1,1,0.137
2013,Sweden,EU,manufacturing,"vehicles,machinery,pharma",81.85,-4.15,2.5,1,1,0.453
2014,Sweden,EU,manufacturing,"vehicles,machinery,pharma",79.11,-3.35,2.5,1,1,0.1
2015,Sweden,EU,manufacturing,"vehicles,machinery,pharma",78.84,-0.34,2.5,1,1,0.28
2016,Sweden,EU,manufacturing,"vehicles,machinery,pharma",84.82,7.58,2.5,1,1,0.339
2017,Sweden,EU,manufacturing,"vehicles,machinery,pharma",78.48,-7.47,2.5,1,1,0.28
2018,Sweden,EU,manufacturing,"vehicles,machinery,pharma",80.83,2.99,2.5,1,1,0.357
2019,Sweden,EU,manufacturing,"vehicles,machinery,pharma",77.3,-4.37,2.5,1,1,0.382
2020,Sweden,EU,manufacturing,"vehicles,machinery,pharma",71.78,-7.14,2.5,1,1,0.1
2021,Sweden,EU,manufacturing,"vehicles,machinery,pharma",88.5,23.29,2.5,1,1,0.419
2022,Sweden,EU,manufacturing,"vehicles,machinery,pharma",86.86,-1.85,2.5,1,1,0.297
2023,Sweden,EU,manufacturing,"vehicles,machinery,pharma",85.92,-1.08,2.5,1,1,0.448
2024,Sweden,EU,manufacturing,"vehicles,machinery,pharma",84.01,-2.22,2.5,1,1,0.453
2000,Switzerland,EU,pharma_finance,"pharma,chemicals,machinery",52.79,,2.5,1,0,0.37
2001,Switzerland,EU,pharma_finance,"pharma,chemicals,machinery",58.86,11.5,2.5,1,0,0.47
2002,Switzerland,EU,pharma_finance,"pharma,chemicals,machinery",59.51,1.1,2.5,1,0,0.253
2003,Switzerland,EU,pharma_finance,"pharma,chemicals,machinery",61.31,3.02,2.5,1,0,0.282
2004,Switzerland,EU,pharma_finance,"pharma,chemicals,machinery",68.77,12.17,2.5,1,0,0.134
2005,Switzerland,EU,pharma_finance,"pharma,chemicals,machinery",70.22,2.11,2.5,1,0,0.423
2006,Switzerland,EU,pharma_finance,"pharma,chemicals,machinery",74.74,6.44,2.5,1,0,0.359
2007,Switzerland,EU,pharma_finance,"pharma,chemicals,machinery",74.19,-0.74,2.5,1,0,0.338
2008,Switzerland,EU,pharma_finance,"pharma,chemicals,machinery",82.83,11.65,2.5,1,0,0.33
2009,Switzerland,EU,pharma_finance,"pharma,chemicals,machinery",73.26,-11.55,2.5,1,0,0.313
2010,Switzerland,EU,pharma_finance,"pharma,chemicals,machinery",81.24,10.89,2.5,1,0,0.225
2011,Switzerland,EU,pharma_finance,"pharma,chemicals,machinery",86.03,5.9,2.5,1,0,0.203
2012,Switzerland,EU,pharma_finance,"pharma,chemicals,machinery",83.26,-3.22,2.5,1,0,0.568
2013,Switzerland,EU,pharma_finance,"pharma,chemicals,machinery",86.46,3.84,2.5,1,0,0.411
2014,Switzerland,EU,pharma_finance,"pharma,chemicals,machinery",83.57,-3.34,2.5,1,0,0.335
2015,Switzerland,EU,pharma_finance,"pharma,chemicals,machinery",79.81,-4.5,2.5,1,0,0.32
2016,Switzerland,EU,pharma_finance,"pharma,chemicals,machinery",84.66,6.08,2.5,1,0,0.397
2017,Switzerland,EU,pharma_finance,"pharma,chemicals,machinery",85.39,0.86,2.5,1,0,0.496
2018,Switzerland,EU,pharma_finance,"pharma,chemicals,machinery",82.21,-3.72,2.5,1,0,0.373
2019,Switzerland,EU,pharma_finance,"pharma,chemicals,machinery",76.69,-6.71,2.5,1,0,0.621
2020,Switzerland,EU,pharma_finance,"pharma,chemicals,machinery",74.87,-2.37,2.5,1,0,0.428
2021,Switzerland,EU,pharma_finance,"pharma,chemicals,machinery",87.89,17.39,2.5,1,0,0.297
2022,Switzerland,EU,pharma_finance,"pharma,chemicals,machinery",88.51,0.71,2.5,1,0,0.201
2023,Switzerland,EU,pharma_finance,"pharma,chemicals,machinery",80.92,-8.58,2.5,1,0,0.489
2024,Switzerland,EU,pharma_finance,"pharma,chemicals,machinery",91.33,12.86,2.5,1,0,0.24
2000,Taiwan,China,semiconductors,"chips,electronics,chemicals",25.44,,2.5,1,0,0.217
2001,Taiwan,China,semiconductors,"chips,electronics,chemicals",27.04,6.29,2.5,1,0,0.547
2002,Taiwan,China,semiconductors,"chips,electronics,chemicals",28.54,5.55,2.5,1,0,0.193
2003,Taiwan,China,semiconductors,"chips,electronics,chemicals",28.41,-0.46,2.5,1,0,0.363
2004,Taiwan,China,semiconductors,"chips,electronics,chemicals",29.69,4.51,2.5,1,0,0.654
2005,Taiwan,China,semiconductors,"chips,electronics,chemicals",31.3,5.42,2.5,1,0,0.345
2006,Taiwan,China,semiconductors,"chips,electronics,chemicals",32.71,4.5,2.5,1,0,0.378
2007,Taiwan,China,semiconductors,"chips,electronics,chemicals",37.18,13.67,2.5,1,0,0.364
2008,Taiwan,China,semiconductors,"chips,electronics,chemicals",36.61,-1.53,2.5,1,0,0.221
2009,Taiwan,China,semiconductors,"chips,electronics,chemicals",34.11,-6.83,2.5,1,0,0.333
2010,Taiwan,China,semiconductors,"chips,electronics,chemicals",36.66,7.48,2.5,1,0,0.1
2011,Taiwan,China,semiconductors,"chips,electronics,chemicals",36.75,0.25,2.5,1,0,0.302
2012,Taiwan,China,semiconductors,"chips,electronics,chemicals",34.33,-6.59,2.5,1,0,0.469
2013,Taiwan,China,semiconductors,"chips,electronics,chemicals",36.15,5.3,2.5,1,0,0.577
2014,Taiwan,China,semiconductors,"chips,electronics,chemicals",39.09,8.13,2.5,1,0,0.264
2015,Taiwan,China,semiconductors,"chips,electronics,chemicals",39.02,-0.18,2.5,1,0,0.543
2016,Taiwan,China,semiconductors,"chips,electronics,chemicals",36.12,-7.43,2.5,1,0,0.226
2017,Taiwan,China,semiconductors,"chips,electronics,chemicals",33.89,-6.17,2.5,1,0,0.396
2018,Taiwan,China,semiconductors,"chips,electronics,chemicals",35.53,4.84,2.5,1,0,0.399
2019,Taiwan,China,semiconductors,"chips,electronics,chemicals",36.11,1.63,2.5,1,0,0.256
2020,Taiwan,China,semiconductors,"chips,electronics,chemicals",33.23,-7.98,2.5,1,0,0.194
2021,Taiwan,China,semiconductors,"chips,electronics,chemicals",39.0,17.36,2.5,1,0,0.262
2022,Taiwan,China,semiconductors,"chips,electronics,chemicals",39.87,2.23,2.5,1,0,0.363
2023,Taiwan,China,semiconductors,"chips,electronics,chemicals",38.22,-4.14,2.5,1,0,0.482
2024,Taiwan,China,semiconductors,"chips,electronics,chemicals",39.64,3.72,2.5,1,0,0.53
2000,Taiwan,USA,semiconductors,"chips,electronics",20.21,,2.5,1,0,0.443
2001,Taiwan,USA,semiconductors,"chips,electronics",21.03,4.06,2.5,1,0,0.255
2002,Taiwan,USA,semiconductors,"chips,electronics",24.29,15.5,2.5,1,0,0.205
2003,Taiwan,USA,semiconductors,"chips,electronics",24.08,-0.86,2.5,1,0,0.633
2004,Taiwan,USA,semiconductors,"chips,electronics",26.59,10.42,2.5,1,0,0.262
2005,Taiwan,USA,semiconductors,"chips,electronics",26.2,-1.47,2.5,1,0,0.33
2006,Taiwan,USA,semiconductors,"chips,electronics",29.66,13.21,2.5,1,0,0.23
2007,Taiwan,USA,semiconductors,"chips,electronics",28.32,-4.52,2.5,1,0,0.436
2008,Taiwan,USA,semiconductors,"chips,electronics",29.01,2.44,2.5,1,0,0.241
2009,Taiwan,USA,semiconductors,"chips,electronics",27.21,-6.2,2.5,1,0,0.346
2010,Taiwan,USA,semiconductors,"chips,electronics",29.38,7.98,2.5,1,0,0.392
2011,Taiwan,USA,semiconductors,"chips,electronics",31.72,7.96,2.5,1,0,0.271
2012,Taiwan,USA,semiconductors,"chips,electronics",33.16,4.54,2.5,1,0,0.391
2013,Taiwan,USA,semiconductors,"chips,electronics",29.8,-10.13,2.5,1,0,0.544
2014,Taiwan,USA,semiconductors,"chips,electronics",30.38,1.95,2.5,1,0,0.371
2015,Taiwan,USA,semiconductors,"chips,electronics",30.43,0.16,2.5,1,0,0.425
2016,Taiwan,USA,semiconductors,"chips,electronics",30.43,0.0,2.5,1,0,0.299
2017,Taiwan,USA,semiconductors,"chips,electronics",30.83,1.31,2.5,1,0,0.29
2018,Taiwan,USA,semiconductors,"chips,electronics",32.39,5.06,2.5,1,0,0.199
2019,Taiwan,USA,semiconductors,"chips,electronics",30.98,-4.35,2.5,1,0,0.361
2020,Taiwan,USA,semiconductors,"chips,electronics",28.4,-8.33,2.5,1,0,0.466
2021,Taiwan,USA,semiconductors,"chips,electronics",31.55,11.09,2.5,1,0,0.418
2022,Taiwan,USA,semiconductors,"chips,electronics",31.88,1.05,2.5,1,0,0.289
2023,Taiwan,USA,semiconductors,"chips,electronics",31.75,-0.41,2.5,1,0,0.31
2024,Taiwan,USA,semiconductors,"chips,electronics",32.74,3.12,2.5,1,0,0.547
2000,Thailand,USA,manufacturing,"vehicles,electronics,food",20.75,,2.5,1,1,0.389
2001,Thailand,USA,manufacturing,"vehicles,electronics,food",21.91,5.59,2.5,1,1,0.478
2002,Thailand,USA,manufacturing,"vehicles,electronics,food",21.38,-2.42,2.5,1,1,0.386
2003,Thailand,USA,manufacturing,"vehicles,electronics,food",23.12,8.14,2.5,1,1,0.397
2004,Thailand,USA,manufacturing,"vehicles,electronics,food",25.38,9.78,2.5,1,1,0.173
2005,Thailand,USA,manufacturing,"vehicles,electronics,food",27.17,7.05,2.5,1,1,0.377
2006,Thailand,USA,manufacturing,"vehicles,electronics,food",27.88,2.61,2.5,1,1,0.337
2007,Thailand,USA,manufacturing,"vehicles,electronics,food",29.74,6.67,2.5,1,1,0.491
2008,Thailand,USA,manufacturing,"vehicles,electronics,food",30.64,3.03,2.5,1,1,0.472
2009,Thailand,USA,manufacturing,"vehicles,electronics,food",27.26,-11.03,2.5,1,1,0.505
2010,Thailand,USA,manufacturing,"vehicles,electronics,food",30.74,12.77,2.5,1,1,0.27
2011,Thailand,USA,manufacturing,"vehicles,electronics,food",29.69,-3.42,2.5,1,1,0.346
2012,Thailand,USA,manufacturing,"vehicles,electronics,food",30.06,1.25,2.5,1,1,0.519
2013,Thailand,USA,manufacturing,"vehicles,electronics,food",29.96,-0.33,2.5,1,1,0.267
2014,Thailand,USA,manufacturing,"vehicles,electronics,food",31.76,6.01,2.5,1,1,0.492
2015,Thailand,USA,manufacturing,"vehicles,electronics,food",31.95,0.6,2.5,1,1,0.477
2016,Thailand,USA,manufacturing,"vehicles,electronics,food",30.93,-3.19,2.5,1,1,0.342
2017,Thailand,USA,manufacturing,"vehicles,electronics,food",33.63,8.73,2.5,1,1,0.553
2018,Thailand,USA,manufacturing,"vehicles,electronics,food",31.93,-5.06,2.5,1,1,0.483
2019,Thailand,USA,manufacturing,"vehicles,electronics,food",32.11,0.56,2.5,1,1,0.205
2020,Thailand,USA,manufacturing,"vehicles,electronics,food",28.5,-11.24,2.5,1,1,0.53
2021,Thailand,USA,manufacturing,"vehicles,electronics,food",34.49,21.02,2.5,1,1,0.342
2022,Thailand,USA,manufacturing,"vehicles,electronics,food",35.59,3.19,2.5,1,1,0.394
2023,Thailand,USA,manufacturing,"vehicles,electronics,food",34.54,-2.95,2.5,1,1,0.395
2024,Thailand,USA,manufacturing,"vehicles,electronics,food",34.24,-0.87,2.5,1,1,0.424
2000,Turkey,EU,manufacturing,"vehicles,textiles,machinery",20.98,,2.5,1,1,0.454
2001,Turkey,EU,manufacturing,"vehicles,textiles,machinery",22.29,6.24,2.5,1,1,0.269
2002,Turkey,EU,manufacturing,"vehicles,textiles,machinery",21.46,-3.72,2.5,1,1,0.31
2003,Turkey,EU,manufacturing,"vehicles,textiles,machinery",22.3,3.91,2.5,1,1,0.191
2004,Turkey,EU,manufacturing,"vehicles,textiles,machinery",24.77,11.08,2.5,1,1,0.398
2005,Turkey,EU,manufacturing,"vehicles,textiles,machinery",25.78,4.08,2.5,1,1,0.392
2006,Turkey,EU,manufacturing,"vehicles,textiles,machinery",25.28,-1.94,2.5,1,1,0.292
2007,Turkey,EU,manufacturing,"vehicles,textiles,machinery",27.81,10.01,2.5,1,1,0.356
2008,Turkey,EU,manufacturing,"vehicles,textiles,machinery",27.87,0.22,2.5,1,1,0.239
2009,Turkey,EU,manufacturing,"vehicles,textiles,machinery",25.55,-8.32,2.5,1,1,0.477
2010,Turkey,EU,manufacturing,"vehicles,textiles,machinery",29.86,16.87,2.5,1,1,0.473
2011,Turkey,EU,manufacturing,"vehicles,textiles,machinery",29.4,-1.54,2.5,1,1,0.35
2012,Turkey,EU,manufacturing,"vehicles,textiles,machinery",30.14,2.52,2.5,1,1,0.329
2013,Turkey,EU,manufacturing,"vehicles,textiles,machinery",28.82,-4.38,2.5,1,1,0.171
2014,Turkey,EU,manufacturing,"vehicles,textiles,machinery",28.85,0.1,2.5,1,1,0.45
2015,Turkey,EU,manufacturing,"vehicles,textiles,machinery",31.08,7.73,2.5,1,1,0.257
2016,Turkey,EU,manufacturing,"vehicles,textiles,machinery",27.57,-11.29,2.5,1,1,0.461
2017,Turkey,EU,manufacturing,"vehicles,textiles,machinery",29.63,7.47,2.5,1,1,0.188
2018,Turkey,EU,manufacturing,"vehicles,textiles,machinery",26.09,-11.95,2.5,1,1,0.234
2019,Turkey,EU,manufacturing,"vehicles,textiles,machinery",29.01,11.19,2.5,1,1,0.212
2020,Turkey,EU,manufacturing,"vehicles,textiles,machinery",27.95,-3.65,2.5,1,1,0.252
2021,Turkey,EU,manufacturing,"vehicles,textiles,machinery",31.93,14.24,2.5,1,1,0.635
2022,Turkey,EU,manufacturing,"vehicles,textiles,machinery",32.06,0.41,2.5,1,1,0.336
2023,Turkey,EU,manufacturing,"vehicles,textiles,machinery",31.79,-0.84,2.5,1,1,0.43
2024,Turkey,EU,manufacturing,"vehicles,textiles,machinery",32.62,2.61,2.5,1,1,0.23
2000,UAE,India,trade,"gold,petroleum,machinery",4.65,,2.5,1,0,0.367
2001,UAE,India,trade,"gold,petroleum,machinery",5.3,13.98,2.5,1,0,0.328
2002,UAE,India,trade,"gold,petroleum,machinery",5.57,5.09,2.5,1,0,0.381
2003,UAE,India,trade,"gold,petroleum,machinery",5.49,-1.44,2.5,1,0,0.385
2004,UAE,India,trade,"gold,petroleum,machinery",6.21,13.11,2.5,1,0,0.158
2005,UAE,India,trade,"gold,petroleum,machinery",6.77,9.02,2.5,1,0,0.202
2006,UAE,India,trade,"gold,petroleum,machinery",6.4,-5.47,2.5,1,0,0.374
2007,UAE,India,trade,"gold,petroleum,machinery",7.19,12.34,2.5,1,0,0.443
2008,UAE,India,trade,"gold,petroleum,machinery",7.55,5.01,2.5,1,0,0.288
2009,UAE,India,trade,"gold,petroleum,machinery",6.53,-13.51,2.5,1,0,0.312
2010,UAE,India,trade,"gold,petroleum,machinery",7.44,13.94,2.5,1,0,0.358
2011,UAE,India,trade,"gold,petroleum,machinery",7.24,-2.69,2.5,1,0,0.308
2012,UAE,India,trade,"gold,petroleum,machinery",6.86,-5.25,2.5,1,0,0.45
2013,UAE,India,trade,"gold,petroleum,machinery",7.48,9.04,2.5,1,0,0.1
2014,UAE,India,trade,"gold,petroleum,machinery",7.63,2.01,2.5,1,0,0.344
2015,UAE,India,trade,"gold,petroleum,machinery",7.12,-6.68,2.5,1,0,0.227
2016,UAE,India,trade,"gold,petroleum,machinery",7.19,0.98,2.5,1,0,0.238
2017,UAE,India,trade,"gold,petroleum,machinery",7.16,-0.42,2.5,1,0,0.554
2018,UAE,India,trade,"gold,petroleum,machinery",7.5,4.75,2.5,1,0,0.594
2019,UAE,India,trade,"gold,petroleum,machinery",7.45,-0.67,2.5,1,0,0.42
2020,UAE,India,trade,"gold,petroleum,machinery",6.56,-11.95,2.5,1,0,0.33
2021,UAE,India,trade,"gold,petroleum,machinery",7.95,21.19,2.5,1,0,0.424
2022,UAE,India,trade,"gold,petroleum,machinery",7.96,0.13,2.5,1,0,0.392
2023,UAE,India,trade,"gold,petroleum,machinery",8.08,1.51,2.5,1,0,0.314
2024,UAE,India,trade,"gold,petroleum,machinery",7.85,-2.85,2.5,1,0,0.27
2000,UK,EU,goods,"vehicles,pharma,food",14.41,,2.5,1,0,0.456
2001,UK,EU,goods,"vehicles,pharma,food",15.76,9.37,2.5,1,0,0.218
2002,UK,EU,goods,"vehicles,pharma,food",15.82,0.38,2.5,1,0,0.338
2003,UK,EU,goods,"vehicles,pharma,food",16.99,7.4,2.5,1,0,0.441
2004,UK,EU,goods,"vehicles,pharma,food",18.02,6.06,2.5,1,0,0.386
2005,UK,EU,goods,"vehicles,pharma,food",18.51,2.72,2.5,1,0,0.347
2006,UK,EU,goods,"vehicles,pharma,food",21.19,14.48,2.5,1,0,0.332
2007,UK,EU,goods,"vehicles,pharma,food",20.64,-2.6,2.5,1,0,0.246
2008,UK,EU,goods,"vehicles,pharma,food",22.15,7.32,2.5,1,0,0.519
2009,UK,EU,goods,"vehicles,pharma,food",18.47,-16.61,2.5,1,0,0.344
2010,UK,EU,goods,"vehicles,pharma,food",20.69,12.02,2.5,1,0,0.301
2011,UK,EU,goods,"vehicles,pharma,food",22.4,8.26,2.5,1,0,0.16
2012,UK,EU,goods,"vehicles,pharma,food",21.77,-2.81,2.5,1,0,0.385
2013,UK,EU,goods,"vehicles,pharma,food",22.28,2.34,2.5,1,0,0.391
2014,UK,EU,goods,"vehicles,pharma,food",21.31,-4.35,2.5,1,0,0.385
2015,UK,EU,goods,"vehicles,pharma,food",21.64,1.55,2.5,1,0,0.436
2016,UK,EU,goods,"vehicles,pharma,food",20.21,-6.61,2.5,1,0,0.315
2017,UK,EU,goods,"vehicles,pharma,food",22.25,10.09,2.5,1,0,0.512
2018,UK,EU,goods,"vehicles,pharma,food",22.24,-0.04,2.5,1,0,0.373
2019,UK,EU,goods,"vehicles,pharma,food",22.5,1.17,2.5,1,0,0.5
2020,UK,EU,goods,"vehicles,pharma,food",20.08,-10.76,2.5,1,0,0.182
2021,UK,EU,goods,"vehicles,pharma,food",22.46,11.85,2.5,1,0,0.43
2022,UK,EU,goods,"vehicles,pharma,food",24.15,7.52,2.5,1,0,0.319
2023,UK,EU,goods,"vehicles,pharma,food",23.38,-3.19,2.5,1,0,0.372
2024,UK,EU,goods,"vehicles,pharma,food",24.14,3.25,2.5,1,0,0.408
2000,USA,Canada,integrated,"vehicles,energy,food",368.16,,2.5,1,1,0.466
2001,USA,Canada,integrated,"vehicles,energy,food",362.5,-1.54,2.5,1,1,0.1
2002,USA,Canada,integrated,"vehicles,energy,food",394.19,8.74,2.5,1,1,0.43
2003,USA,Canada,integrated,"vehicles,energy,food",413.63,4.93,2.5,1,1,0.407
2004,USA,Canada,integrated,"vehicles,energy,food",422.35,2.11,2.5,1,1,0.301
2005,USA,Canada,integrated,"vehicles,energy,food",427.36,1.19,2.5,1,1,0.266
2006,USA,Canada,integrated,"vehicles,energy,food",475.1,11.17,2.5,1,1,0.391
2007,USA,Canada,integrated,"vehicles,energy,food",508.29,6.99,2.5,1,1,0.181
2008,USA,Canada,integrated,"vehicles,energy,food",483.9,-4.8,2.5,1,1,0.304
2009,USA,Canada,integrated,"vehicles,energy,food",436.86,-9.72,2.5,1,1,0.372
2010,USA,Canada,integrated,"vehicles,energy,food",490.71,12.33,2.5,1,1,0.492
2011,USA,Canada,integrated,"vehicles,energy,food",500.38,1.97,2.5,1,1,0.541
2012,USA,Canada,integrated,"vehicles,energy,food",528.07,5.53,2.5,1,1,0.223
2013,USA,Canada,integrated,"vehicles,energy,food",562.3,6.48,2.5,1,1,0.382
2014,USA,Canada,integrated,"vehicles,energy,food",520.56,-7.42,2.5,1,1,0.342
2015,USA,Canada,integrated,"vehicles,energy,food",526.85,1.21,2.5,1,1,0.413
2016,USA,Canada,integrated,"vehicles,energy,food",499.52,-5.19,2.5,1,1,0.324
2017,USA,Canada,integrated,"vehicles,energy,food",519.51,4.0,2.5,1,1,0.42
2018,USA,Canada,integrated,"vehicles,energy,food",529.66,1.95,2.5,1,1,0.37
2019,USA,Canada,integrated,"vehicles,energy,food",505.85,-4.5,2.5,1,1,0.278
2020,USA,Canada,integrated,"vehicles,energy,food",453.6,-10.33,2.5,1,1,0.421
2021,USA,Canada,integrated,"vehicles,energy,food",544.89,20.13,2.5,1,1,0.327
2022,USA,Canada,integrated,"vehicles,energy,food",563.81,3.47,2.5,1,1,0.35
2023,USA,Canada,integrated,"vehicles,energy,food",558.35,-0.97,2.5,1,1,0.241
2024,USA,Canada,integrated,"vehicles,energy,food",564.52,1.11,2.5,1,1,0.312
2000,USA,China,agriculture_energy,"soybeans,aircraft,semiconductors",101.87,,2.5,1,0,0.38
2001,USA,China,agriculture_energy,"soybeans,aircraft,semiconductors",98.45,-3.36,2.5,1,0,0.405
2002,USA,China,agriculture_energy,"soybeans,aircraft,semiconductors",111.51,13.27,2.5,1,0,0.278
2003,USA,China,agriculture_energy,"soybeans,aircraft,semiconductors",112.72,1.09,2.5,1,0,0.401
2004,USA,China,agriculture_energy,"soybeans,aircraft,semiconductors",129.63,15.0,2.5,1,0,0.398
2005,USA,China,agriculture_energy,"soybeans,aircraft,semiconductors",131.68,1.58,2.5,1,0,0.25
2006,USA,China,agriculture_energy,"soybeans,aircraft,semiconductors",131.81,0.1,2.5,1,0,0.423
2007,USA,China,agriculture_energy,"soybeans,aircraft,semiconductors",133.27,1.11,2.5,1,0,0.375
2008,USA,China,agriculture_energy,"soybeans,aircraft,semiconductors",150.69,13.07,2.5,1,0,0.345
2009,USA,China,agriculture_energy,"soybeans,aircraft,semiconductors",131.69,-12.61,2.5,1,0,0.357
2010,USA,China,agriculture_energy,"soybeans,aircraft,semiconductors",144.11,9.43,2.5,1,0,0.209
2011,USA,China,agriculture_energy,"soybeans,aircraft,semiconductors",147.21,2.15,2.5,1,0,0.507
2012,USA,China,agriculture_energy,"soybeans,aircraft,semiconductors",153.93,4.56,2.5,1,0,0.309
2013,USA,China,agriculture_energy,"soybeans,aircraft,semiconductors",145.6,-5.41,2.5,1,0,0.297
2014,USA,China,agriculture_energy,"soybeans,aircraft,semiconductors",145.17,-0.3,2.5,1,0,0.385
2015,USA,China,agriculture_energy,"soybeans,aircraft,semiconductors",154.13,6.17,2.5,1,0,0.622
2016,USA,China,agriculture_energy,"soybeans,aircraft,semiconductors",142.92,-7.27,2.5,1,0,0.428
2017,USA,China,agriculture_energy,"soybeans,aircraft,semiconductors",150.99,5.65,2.5,1,0,0.31
2018,USA,China,agriculture_energy,"soybeans,aircraft,semiconductors",120.53,-20.17,12.0,1,0,0.383
2019,USA,China,agriculture_energy,"soybeans,aircraft,semiconductors",136.7,13.42,22.0,1,0,0.382
2020,USA,China,agriculture_energy,"soybeans,aircraft,semiconductors",111.96,-18.1,22.0,1,0,0.331
2021,USA,China,agriculture_energy,"soybeans,aircraft,semiconductors",121.96,8.93,22.0,1,0,0.352
2022,USA,China,agriculture_energy,"soybeans,aircraft,semiconductors",131.19,7.57,22.0,1,0,0.267
2023,USA,China,agriculture_energy,"soybeans,aircraft,semiconductors",112.07,-14.57,22.0,1,0,0.383
2024,USA,China,agriculture_energy,"soybeans,aircraft,semiconductors",125.12,11.64,22.0,1,0,0.26
